name,year,selling_price,km_driven,seats,max_power_bhp,Mileage,Engine (CC),fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
Maruti,2018,0.2136234982003973,-0.9179939121433079,5,-0.45200864776041966,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,False,False,False,False,False
Volkswagen,2017,0.4692759898907735,0.4441247651840227,5,2.1502364835370185,0.22233877501838503,1.3749876242347816,True,False,False,True,False,True,False,False,False,False
Hyundai,2011,-0.8335684389159513,-0.10072270574690954,5,0.2920258804096795,-0.8564660375463299,0.08223155512214625,False,False,True,True,False,True,False,True,False,False
Maruti,2013,0.22345628634233486,1.5338197070458872,5,-0.014341278248596837,1.2513525962339576,0.3012699588588386,True,False,False,True,False,True,False,True,False,False
Volkswagen,2013,0.22345628634233486,2.895938384373218,5,1.8363664556871104,-0.7070930634989081,1.8044746903851587,True,False,False,True,False,True,False,False,False,False
Ford,2015,1.0100793376973387,0.7165485006494888,5,1.5231216669365064,1.143472114977487,1.3749876242347816,True,False,False,True,False,True,False,False,False,False
Maruti,2017,0.39552516243217095,-1.4628413830742402,5,-0.44950769136320884,1.417322567397762,-0.7724477065171044,False,False,True,False,False,True,False,False,False,False
Hyundai,2012,-0.5631667650126689,-0.9724786592364012,5,-0.3863585423336464,-1.3128834582467865,-0.3944990883047724,False,False,True,False,False,True,False,False,False,False
Hyundai,2015,-0.2632667266835737,-0.5093583089451088,5,-0.3863585423336464,-1.3128834582467865,-0.3944990883047724,False,False,True,False,False,True,False,True,False,False
Maruti,2008,-1.3989537570773602,0.11721628262546335,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,False,False,True,False,False,False,True
Hyundai,2017,1.5754646558587475,1.261395971580421,5,0.9066359150241391,0.952606648139114,0.9369108167613969,True,False,False,True,False,True,False,False,False,False
Maruti,2009,-1.07938814246439,0.3623976445443829,5,-0.4488824522639068,0.33021925627485565,-0.7724477065171044,False,False,True,False,False,True,False,True,False,False
Maruti,2019,1.0346613080521827,-1.4628413830742402,5,0.47334521920743405,-0.15109366010016934,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2018,1.0100793376973387,-0.7817820444105749,5,0.5546263021167724,0.006577812505440877,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Hyundai,2013,0.23328415809020142,0.14445865617200995,5,0.908511632322047,0.4215027404149464,0.9369108167613969,True,False,False,True,False,True,False,False,False,False
Maruti,2020,0.3463661381165542,-1.3811142624346004,5,-0.44950769136320884,0.19744327934381375,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Maruti,2017,0.9363334266328069,-0.6455701766778419,5,0.5571272585139833,-0.44983960819501284,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2017,0.17429234563264712,-0.7817820444105749,5,-0.44950769136320884,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Ford,2017,2.1900139147298443,0.33894196092080625,5,1.5462555136107021,1.3343375818158598,1.3749876242347816,True,False,False,True,False,True,False,False,False,False
Renault,2018,-0.2681831207545425,-1.0542057798760411,5,-0.45200864776041966,1.3426360803740511,-0.7681528358556006,False,False,True,True,False,True,False,False,False,False
Maruti,2015,-0.21901918004485474,-0.6455701766778419,5,-0.44950769136320884,1.417322567397762,-0.7724477065171044,False,False,True,True,False,True,False,True,False,False
Maruti,2008,-1.4726996681418918,0.03548916198582352,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,True,False,True,True,False,False,False
Maruti,2013,1.0838252487618703,0.7165485006494888,7,0.908511632322047,-0.5162275966605352,0.3012699588588386,True,False,False,True,False,True,False,True,False,False
Maruti,2015,1.4525548040845282,1.261395971580421,7,0.908511632322047,-0.5162275966605352,0.3012699588588386,True,False,False,True,False,True,False,True,False,False
Maruti,2012,-0.3173470614642302,-1.0732754413586236,5,0.47334521920743405,-0.15109366010016934,0.08223155512214625,False,False,True,False,False,True,False,False,False,False
Volkswagen,2011,-0.5140028243029812,0.9889722361149549,5,1.8363664556871104,-0.7070930634989081,1.8044746903851587,True,False,False,True,False,True,False,True,False,False
Ford,2011,-1.2022979942386094,1.5338197070458872,5,-0.38948473783015924,-1.1552119856411733,0.9497954287459082,True,False,False,True,False,True,False,False,False,False
Maruti,2015,0.5430219009553051,-0.7381942467361003,5,0.47334521920743405,-0.8232720433135701,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2015,-0.07152735791579155,-0.37314644121237567,5,-0.45200864776041966,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,False,False,True,False,False
Maruti,2010,-0.907314349980483,1.5338197070458872,5,-0.02059366924162252,-0.24237714424026008,0.3012699588588386,True,False,False,True,False,True,False,False,False,False
Toyota,2010,-0.5140028243029812,-0.10072270574690954,5,0.8109743328308406,0.031473308180012156,0.7994749555932761,True,False,False,True,False,True,False,False,False,False
Tata,2017,0.4201120491810858,0.7165485006494888,5,-0.014341278248596837,1.2928450890249086,0.3012699588588386,True,False,False,True,False,True,False,False,False,False
Maruti,2016,0.27261531065795164,-0.10072270574690954,5,0.5571272585139833,-0.44983960819501284,0.08223155512214625,False,False,True,True,False,True,False,True,False,False
Tata,2019,0.567603871310149,-1.3538718888880539,5,0.6108978210540071,-0.9062570288954694,0.09082129644515378,False,False,True,True,False,True,False,False,False,False
Maruti,2015,0.8625875155682754,0.17170102971855658,7,0.908511632322047,-0.5162275966605352,0.3012699588588386,True,False,False,True,False,True,False,False,False,False
Maruti,2017,0.7150956934392122,-0.37314644121237567,5,0.5571272585139833,-0.44983960819501284,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2018,0.07596446421327166,-0.7817820444105749,5,-0.45200864776041966,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,False,False,False,False,False
Maruti,2017,0.7150956934392122,-1.190417647608774,5,0.47334521920743405,-0.15109366010016934,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2018,1.4525548040845282,-1.5227746048766428,5,0.47334521920743405,0.5044877259968488,0.08223155512214625,False,False,True,True,False,False,False,False,False,False
Maruti,2017,0.4692759898907735,-1.190417647608774,5,0.47334521920743405,-0.8232720433135701,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2015,-0.5631667650126689,-0.10072270574690954,5,-0.44950769136320884,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Maruti,2018,2.0916860333104688,-1.5990532508069732,5,0.5546263021167724,0.006577812505440877,0.08223155512214625,False,False,True,True,False,False,False,False,False,False
Maruti,2011,-1.2022979942386094,-1.0542057798760411,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,True,False,True,False,True,False,False
Hyundai,2020,0.5872694475940241,-0.8635091650502148,5,0.47709665380324984,-1.0390330058265114,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2015,-0.7844044982062637,-0.6455701766778419,5,-1.6837296733865497,1.1185766193029156,-1.6400115801408663,False,False,True,True,False,True,False,False,False,False
Maruti,2016,-0.2681831207545425,2.0786671779768193,5,-0.44950769136320884,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Maruti,2010,-0.7598225278514198,1.261395971580421,5,-0.02059366924162252,-0.24237714424026008,0.3012699588588386,True,False,False,True,False,True,False,True,False,False
Maruti,2015,1.157571159826402,0.4441247651840227,7,0.908511632322047,-0.5162275966605352,0.3012699588588386,True,False,False,True,False,True,False,False,False,False
Maruti,2013,0.7150956934392122,0.17170102971855658,5,-0.014341278248596837,1.666277524143463,0.3012699588588386,True,False,False,True,False,True,False,False,False,False
Hyundai,2009,-1.0056422313998585,-0.29141932057273584,5,0.2920258804096795,-0.8564660375463299,0.08223155512214625,False,False,True,True,False,True,False,True,False,False
Maruti,2014,0.4692759898907735,1.5338197070458872,5,-0.014341278248596837,1.666277524143463,0.3012699588588386,True,False,False,True,False,True,False,True,False,False
Maruti,2015,-0.2681831207545425,0.9889722361149549,5,0.5552515412160755,-0.8232720433135701,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Hyundai,2017,1.9441942111814055,-0.6728125502243885,5,0.9066359150241391,0.952606648139114,0.9369108167613969,True,False,False,True,False,True,False,False,False,False
Maruti,2012,-0.21901918004485474,2.5690299018146585,5,-0.014341278248596837,1.666277524143463,0.3012699588588386,True,False,False,True,False,True,False,False,False,False
Maruti,2015,0.5921858416649929,-1.190417647608774,5,0.5571272585139833,-0.44983960819501284,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2014,-0.14527326898032314,0.4441247651840227,5,0.47334521920743405,-0.8232720433135701,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Hyundai,2015,0.4692759898907735,0.17170102971855658,5,0.9066359150241391,0.952606648139114,0.9369108167613969,True,False,False,True,False,True,True,False,False,False
Tata,2012,-0.5631667650126689,-0.10072270574690954,5,0.908511632322047,-0.3087651327057825,0.3012699588588386,True,False,False,True,False,True,False,False,False,False
Maruti,2005,-1.448117697787048,-0.5093583089451088,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,True,False,True,False,True,False,False
Maruti,2016,0.567603871310149,-1.190417647608774,5,0.47334521920743405,-0.8232720433135701,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2019,1.3296449523103089,-1.2857659550216873,5,0.47334521920743405,-0.31706363126397097,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2005,-1.5464455792064233,0.9715643594187117,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,True,False,True,False,True,False,False
Tata,2018,1.1821531301812458,-1.4628413830742402,5,0.6108978210540071,-0.9062570288954694,0.09082129644515378,False,False,True,True,False,False,False,False,False,False
Maruti,2017,0.026795607109512953,-0.4548735618520155,5,-0.44950769136320884,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Maruti,2016,1.2067351005360896,-0.37314644121237567,5,0.5546263021167724,0.006577812505440877,0.08223155512214625,False,False,True,True,False,False,False,False,False,False
Maruti,2014,-0.02236341720610381,-0.37314644121237567,5,0.47334521920743405,-0.8232720433135701,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2017,-0.2632667266835737,-0.7545396708640283,5,-0.44950769136320884,1.417322567397762,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Maruti,2005,-1.5710275495612673,0.4441247651840227,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,True,False,True,True,False,False,False
Maruti,2013,0.37094810847139803,1.261395971580421,7,0.908511632322047,-0.5162275966605352,0.3012699588588386,True,False,False,True,False,True,False,False,False,True
Ford,2010,-1.1531340535289216,0.7165485006494888,5,-0.38948473783015924,-1.1552119856411733,0.9497954287459082,True,False,False,True,False,True,False,True,False,False
Maruti,2018,1.0100793376973387,-0.3186616941192824,5,0.47334521920743405,0.5044877259968488,0.08223155512214625,False,False,True,False,False,True,False,False,False,False
Renault,2018,-0.07152735791579155,-1.3811142624346004,5,-1.3110871702021978,-0.5660185880096748,-1.627126968156355,False,False,True,False,False,True,False,False,False,False
Toyota,2013,-0.02236341720610381,0.17170102971855658,5,-0.4482572131646039,1.823948996749076,0.7994749555932761,True,False,False,False,False,True,False,True,False,False
Hyundai,2009,-0.9318963203353269,-0.10072270574690954,5,0.2920258804096795,-0.8564660375463299,0.08223155512214625,False,False,True,False,False,True,False,False,False,False
Renault,2014,0.8134235748585876,-0.6455701766778419,5,0.5983930390679549,-0.7817795505226189,1.216077409759142,True,False,False,False,False,True,False,False,False,False
Hyundai,2010,-1.3006258756579847,0.17170102971855658,5,0.2920258804096795,-0.8564660375463299,0.08223155512214625,False,False,True,True,False,True,True,False,False,False
Maruti,2013,-0.8827323796256391,-0.1458633187135373,5,-0.4488824522639068,0.33021925627485565,-0.7724477065171044,False,False,True,False,True,True,False,False,False,False
Maruti,2019,1.2067351005360896,-1.5821357368345679,5,0.47334521920743405,0.5044877259968488,0.08223155512214625,False,False,True,False,True,False,False,False,False,False
Maruti,2018,0.9609153969876508,0.16568046516476975,5,0.47334521920743405,0.5044877259968488,0.08223155512214625,False,False,True,False,False,False,False,False,False,False
Hyundai,2010,-1.2514619349482972,1.1524264773942345,5,0.2920258804096795,-0.8564660375463299,0.08223155512214625,False,False,True,True,False,True,False,False,False,True
Maruti,2012,-0.5140028243029812,0.9889722361149549,5,0.9110125887192569,0.08956279808734316,0.3012699588588386,True,False,False,True,False,True,False,True,False,False
Maruti,2016,-0.8089864685611076,-0.37314644121237567,5,-1.6837296733865497,1.1185766193029156,-1.6400115801408663,False,False,True,True,False,True,False,False,False,False
Maruti,2020,0.026795607109512953,-0.7817820444105749,5,-0.7833853703907995,-0.4249441125204445,0.07793668446064247,False,False,False,True,False,True,False,False,False,False
Maruti,2010,-1.2514619349482972,0.4441247651840227,5,-0.44575625676739394,-0.3917501182876818,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Hyundai,2013,-0.9122307440514518,-0.37314644121237567,5,-1.1897907849374922,-0.24237714424026008,-1.5627039082337983,False,False,True,True,False,True,False,True,False,False
Hyundai,2017,2.6816533218267216,-0.5093583089451088,5,0.9047601977262313,-0.010019184610938989,0.9369108167613969,True,False,False,True,False,True,False,False,False,False
Maruti,2010,-1.2022979942386094,0.4441247651840227,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,True,False,True,False,True,False,False
Toyota,2013,0.22345628634233486,0.08997390907891674,5,-0.44575625676739394,1.823948996749076,0.7994749555932761,True,False,False,True,False,True,False,False,False,False
Maruti,2013,0.6167678120198368,1.5338197070458872,5,-0.014341278248596837,1.666277524143463,0.3012699588588386,True,False,False,True,False,True,False,True,False,False
Volkswagen,2015,0.567603871310149,1.261395971580421,5,0.9110125887192569,-1.0390330058265114,1.3749876242347816,True,False,False,True,False,True,False,True,False,False
Mahindra,2011,-0.8581553256648662,2.895938384373218,5,-0.6333279865581751,-0.32536212982216234,1.216077409759142,True,False,False,True,False,True,False,True,False,False
Maruti,2014,-0.4156749428836057,-0.37314644121237567,5,-0.44950769136320884,1.417322567397762,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Ford,2015,-0.5533339768707314,0.17170102971855658,5,-0.3863585423336464,-1.1552119856411733,0.9497954287459082,True,False,False,True,False,True,False,False,False,False
Maruti,2014,-0.09610932827063541,-1.0542057798760411,5,-0.44950769136320884,1.417322567397762,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Maruti,2019,1.3296449523103089,-1.4628413830742402,5,0.47334521920743405,-0.15109366010016934,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Ford,2018,2.6816533218267216,-0.9179939121433079,5,1.5462555136107021,1.3343375818158598,1.3749876242347816,True,False,False,True,False,True,False,False,False,False
Hyundai,2015,1.0100793376973387,-0.37314644121237567,5,0.9066359150241391,-0.16769065721654922,0.9369108167613969,True,False,False,True,False,True,False,True,False,False
Hyundai,2012,0.5921858416649929,1.5338197070458872,5,0.9066359150241391,0.952606648139114,0.9369108167613969,True,False,False,True,False,True,False,False,False,False
Maruti,2015,0.1497054588837323,-0.37314644121237567,5,0.5552515412160755,-0.8232720433135701,0.08223155512214625,False,False,True,True,False,True,False,True,False,False
Ford,2013,-0.5140028243029812,-0.10072270574690954,5,0.9860412806355696,1.7492625097253653,1.3749876242347816,True,False,False,True,False,True,False,True,False,False
Hyundai,2008,-0.8581553256648662,-0.37314644121237567,5,-0.3863585423336464,-1.3128834582467865,-0.3944990883047724,False,False,True,True,False,True,False,False,False,False
Hyundai,2018,0.4692759898907735,-0.10072270574690954,5,0.47709665380324984,-1.0390330058265114,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2014,-0.7598225278514198,-1.0542057798760411,5,-1.6837296733865497,1.1185766193029156,-1.6400115801408663,False,False,True,True,False,True,False,False,False,False
Volkswagen,2011,-0.7598225278514198,0.17170102971855658,5,1.8363664556871104,-0.7070930634989081,1.8044746903851587,True,False,False,True,False,True,False,True,False,False
Toyota,2013,0.026795607109512953,-0.5093583089451088,5,-0.4482572131646039,1.823948996749076,0.7994749555932761,True,False,False,True,False,True,False,False,False,False
Maruti,2016,-0.6614946464320444,-0.37314644121237567,5,-1.6837296733865497,1.1185766193029156,-1.6400115801408663,False,False,True,True,False,True,False,False,False,False
Maruti,2011,-1.1777160238837654,0.7165485006494888,5,-0.44575625676739394,-0.3917501182876818,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Hyundai,2013,-1.1039701128192339,-0.10072270574690954,5,-1.1897907849374922,-0.24237714424026008,-1.5627039082337983,False,False,True,True,False,True,False,False,False,False
Maruti,2009,-1.3743717867225165,-0.10072270574690954,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,True,False,True,False,False,False,True
Volkswagen,2012,0.22345628634233486,0.7165485006494888,5,1.8363664556871104,-0.7070930634989081,1.8044746903851587,True,False,False,True,False,True,False,False,False,False
Maruti,2011,-0.9564782906901707,-0.4821159353985621,5,-0.44575625676739394,-0.3917501182876818,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Hyundai,2017,-0.4156749428836057,-1.326629515341507,5,-1.1897907849374922,-0.24237714424026008,-1.5627039082337983,False,False,True,True,False,True,False,True,False,False
Maruti,2009,-1.3497898163676725,0.17170102971855658,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,True,False,True,False,True,False,False
Ford,2013,-1.0056422313998585,0.17170102971855658,5,-0.45200864776041966,-1.4207639395032572,0.9497954287459082,True,False,False,True,False,True,False,True,False,False
Maruti,2002,-1.3006258756579847,-0.37314644121237567,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,True,False,True,False,True,False,False
Maruti,2015,-0.8286520448449826,-0.10072270574690954,5,-1.6837296733865497,1.1185766193029156,-1.6400115801408663,False,False,True,True,False,True,False,False,False,False
Maruti,2015,-0.07152735791579155,-0.6455701766778419,5,-0.44950769136320884,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Hyundai,2017,-0.5140028243029812,-1.4628413830742402,5,-1.1897907849374922,-0.24237714424026008,-1.5627039082337983,False,False,True,True,False,True,False,False,False,False
Hyundai,2019,0.3021185914778352,-1.0542057798760411,5,-0.38948473783015924,-0.9062570288954694,-0.3944990883047724,False,False,True,True,False,False,True,False,False,False
Ford,2014,0.39552516243217095,-0.2641769470261892,5,1.5462555136107021,1.3343375818158598,1.3749876242347816,True,False,False,False,False,True,False,False,False,False
Hyundai,2011,-0.907314349980483,1.5338197070458872,5,0.9860412806355696,1.3343375818158598,0.9369108167613969,True,False,False,True,False,True,False,True,False,False
Maruti,2013,1.1084072191167142,1.5338197070458872,7,0.9110125887192569,-0.5162275966605352,0.3012699588588386,True,False,False,True,False,True,False,True,False,False
Ford,2013,-0.7844044982062637,0.17170102971855658,5,-0.38323234683713353,-1.1552119856411733,0.9497954287459082,True,False,False,True,False,True,False,True,False,False
Hyundai,2012,-0.9564782906901707,0.33515527099783626,5,0.2920258804096795,-0.8564660375463299,0.08223155512214625,False,False,True,True,False,True,True,False,False,False
Maruti,2020,1.6000466262135915,-1.6944015582198864,5,0.47334521920743405,-0.15109366010016934,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Maruti,2015,-0.02236341720610381,-0.6455701766778419,5,-0.44950769136320884,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Hyundai,2015,-0.6123307057223566,-0.10072270574690954,5,-1.1897907849374922,-0.24237714424026008,-1.5627039082337983,False,False,True,True,False,True,False,True,False,False
Volkswagen,2017,1.4525548040845282,-0.6208885862446706,5,2.1502364835370185,0.22233877501838503,1.3749876242347816,True,False,False,False,False,True,False,False,False,False
Hyundai,2012,-0.6614946464320444,-0.5432750640105594,5,-1.1897907849374922,-0.24237714424026008,-1.5627039082337983,False,False,True,False,False,True,False,True,False,False
Maruti,2015,0.4692759898907735,2.3659652493987,5,0.47334521920743405,0.5044877259968488,0.08223155512214625,False,False,True,False,False,True,False,False,False,False
Hyundai,2011,-1.0056422313998585,0.4441247651840227,5,-0.3863585423336464,-1.3128834582467865,-0.3944990883047724,False,False,True,True,False,True,False,False,False,False
Renault,2016,-0.2681831207545425,-1.0542057798760411,5,-0.45200864776041966,1.3426360803740511,-0.7681528358556006,False,False,True,True,False,True,False,False,False,False
Maruti,2013,-1.0056422313998585,-1.0814481534225877,5,-1.6837296733865497,1.1185766193029156,-1.6400115801408663,False,False,True,True,False,True,False,False,False,False
Ford,2012,-0.5140028243029812,0.17170102971855658,5,-0.38948473783015924,-1.1552119856411733,0.9497954287459082,True,False,False,True,False,True,False,True,False,False
Hyundai,2008,-1.3252078460128287,0.4441247651840227,5,-0.3863585423336464,-1.3128834582467865,-0.3944990883047724,False,False,True,True,False,True,False,True,False,False
Maruti,2011,-0.5140028243029812,0.17170102971855658,5,-0.014341278248596837,1.2513525962339576,0.3012699588588386,True,False,False,True,False,True,False,True,False,False
Maruti,2014,0.07596446421327166,0.4441247651840227,5,-0.014341278248596837,1.666277524143463,0.3012699588588386,True,False,False,True,False,True,False,False,False,False
Hyundai,2015,-0.8335684389159513,-0.37314644121237567,5,-1.1897907849374922,-0.24237714424026008,-1.5627039082337983,False,False,True,True,False,True,False,False,False,False
Ford,2016,1.2067351005360896,1.6700315747786203,5,1.5231216669365064,1.143472114977487,1.3749876242347816,True,False,False,True,False,True,False,False,False,False
Maruti,2016,-0.2681831207545425,0.4441247651840227,5,-0.44950769136320884,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Hyundai,2010,-0.6614946464320444,0.7165485006494888,5,0.9860412806355696,1.3343375818158598,0.9369108167613969,True,False,False,True,False,True,False,False,False,True
Tata,2017,0.22345628634233486,-0.37314644121237567,5,-0.014341278248596837,1.2928450890249086,0.3012699588588386,True,False,False,True,False,True,False,False,False,False
Hyundai,2008,-0.6369126760772005,0.9344874890218617,5,0.2920258804096795,-0.8564660375463299,0.08223155512214625,False,False,True,True,False,True,False,False,False,True
Maruti,2012,-0.9318963203353269,0.7165485006494888,5,-1.74625358331681,-1.4041669423868772,-1.6400115801408663,False,False,True,True,False,True,False,False,False,True
Maruti,2019,1.2313170708909336,-1.0542057798760411,5,0.47334521920743405,-0.15109366010016934,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Ford,2019,1.9441942111814055,-0.9179939121433079,5,1.5462555136107021,1.3343375818158598,1.3749876242347816,True,False,False,True,False,True,False,False,False,True
Volkswagen,2011,-0.5140028243029812,0.22618577681164978,5,1.8363664556871104,-0.7070930634989081,1.8044746903851587,True,False,False,True,False,True,False,True,False,False
Maruti,2015,-0.4156749428836057,-0.37314644121237567,5,-0.44950769136320884,-0.7319885591734764,-0.7724477065171044,False,False,True,True,False,True,False,True,False,False
Hyundai,2010,-0.9564782906901707,-1.190417647608774,5,-0.3863585423336464,-1.3128834582467865,-0.3944990883047724,False,False,True,True,False,True,False,False,False,False
Renault,2016,-0.5140028243029812,-0.37314644121237567,5,-0.45200864776041966,1.3426360803740511,-0.7681528358556006,False,False,True,True,False,True,False,False,False,False
Hyundai,2015,-0.5631667650126689,-1.272144768248414,5,-1.1897907849374922,-0.24237714424026008,-1.5627039082337983,False,False,True,True,False,True,False,False,False,False
Maruti,2016,-0.046945387560947675,-0.37314644121237567,5,-0.44950769136320884,1.417322567397762,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Hyundai,2014,-1.0302242017547023,0.03548916198582352,5,-1.1897907849374922,-0.24237714424026008,-1.5627039082337983,False,False,True,True,False,True,False,True,False,False
Hyundai,2015,1.52630071514906,-0.37314644121237567,5,0.9066359150241391,0.952606648139114,0.9369108167613969,True,False,False,True,False,True,False,False,False,False
Hyundai,2012,-0.3419290318190741,1.9424553102440865,5,0.908511632322047,0.4215027404149464,0.9369108167613969,True,False,False,True,False,True,False,False,False,False
Maruti,2014,-0.5140028243029812,-0.7817820444105749,5,-0.44950769136320884,1.417322567397762,-0.7724477065171044,False,False,True,True,False,True,False,False,False,False
Tata,2013,-0.6123307057223566,0.4441247651840227,5,0.908511632322047,-0.3087651327057825,0.3012699588588386,True,False,False,True,False,True,False,False,False,False
Hyundai,2018,0.4692759898907735,-1.4628413830742402,5,0.47709665380324984,-1.0390330058265114,0.08223155512214625,False,False,True,True,False,True,False,False,False,False
Renault,2017,-0.5140028243029812,-0.7817820444105749,5,-0.45200864776041966,1.3426360803740511,-0.7681528358556006,False,False,True,True,False,True,False,False,False,False
